원문,번역문
물과 차가 필요하면 그곳에서 해결해라.,Take care of it there if you need water and tea.
아쉽지만 그 제품은 품절됐어요.,"Unfortunately, the product is sold out."
어머니가 나의 빵집에서 일을 도와주셔.,Mother helps my work at the bakery.
더 나은 내일을 위해 좋은 꿈을 꾸세요.,Dream for a better tomorrow.
재료를 생산하는데만 한 달 가량 소요됩니다.,It will take a month just to manufacture the materials.
"저는 ""냉장고용 탈취제 용기""의 모양을 결합하고, 그것을 디자인내용의 요점으로 했습니다.","I combined the forms of ""deodorant containers for refrigerators,"" and I made that as a key point of the content of the design."
나는 방금 우리 집 계약을 한 달 연장하고 왔어.,I have just signed a month contract extension for our house.
나 오늘 갈려고 했는데 못갈 것 같아.,I was planning to go today but it seems I can't.
공부는 편하게 할 때 가장 능률적이라고 생각합니다.,I think the study is most efficient when done conveniently.
"아쉽게도, 그는 9월 5일까지 공연을 했네요.","Unfortunately, he performed until September 5th."
위의 언급한 대로 저는 우선 코드 작업을 마무리하였고 가이드 문서를 수정하고 있습니다.,"First, the coding is completed as mentioned above and we are now editing the guiding document."
저는 거래처랑 고객들 찾아뵈려고요.,I visit my customers and clients.
이것은 물론 공식적인 자리가 아니더라도 서로 다른 언어를 사용하는 사람들이 만났을 때 필요해.,This comes in handy not only in official settings but when people speaking different languages meet.
그들이 천국에 갈 수 있도록 기도합시다.,Let's all pray for them to be in heaven.
머무시는 동안 불편한 점은 메시지로 보내주시면 즉시 해결해 드립니다.,"If there’s anything, please send a message we’ll check it asap."
"날 믿어요, 최선을 다할게요.","Trust me, I will do my best."
그리고 블로그와 이번 수필의 지향점이 어떻게 다른지도 궁금하네요.,I wonder how the blog and this essay differ in concept.
1x40피트 컨테이너를 꽉 채우면 되는 것입니다.,We just need to fill a one by forty containers.
오늘은 강당에서 의상을 입고 연습했어요.,We practiced in the auditorium wearing costumes.
나는 전화번호를 입력했지만 당신은 전화번호도 기재하지 않아 내 택배라는 걸 입증할 수 없어 나는 그것을 받지 못했어요.,I had entered my phone number but you didn’t specify the number so I could not prove the delivery was mine and eventually could not receive it.
이 영화는 바로 1990년 개봉한 죽은 시인의 사회라는 영화예요.,This is the movie entitled Dead Poets Society which was released in 1990.
따라서 우리가 호텔에 시스템을 연동할 경우에는 반드시 해당 기능에 대해서 안내를 하고 호텔의 결정에 따라 오픈을 하게 됩니다.,"Therefore when we operate the system in a hotel, it may be opened under the hotel's decision after the introducing first."
그 회사에서 한국말을 할 수 있는 사람 있나요?,Is there anyone who can speak Korean in that company?
의자를 하나 더 추가해주세요.,Please add one more chair.
"레스토랑의 테라스 쪽 자리로, 비치와 가장 가까운 자리로 부탁합니다.","I'd like a table at the restaurant's terrace, nearest to the beach."
"예를 들어, 집에서 쉬는 걸 좋아하고 어디를 돌아다니는 것을 귀찮아합니다.","For example, I like to rest at home and I feel lazy to hang around."
어째서 물건을 아직까지 보내주지 않았는지 모르겠네요.,I have no idea why you didn't send me the stuff yet.
나는 일 끝나고 친구들과 홍대에 갈 거야.,I'm going to Hongdae with my friends after work.
원본사진을 카메라 롤에 저장합니다.,I save the original images in the camera roll.
2층 p2404 가 최종 도착지에요.,P2404 on the second floor is the final destination.
"저는 이번이 두 번째 방문이었는데, 전반적으로 서비스, 룸 상태, 시설 모두 기대했던 바대로 좋았습니다.","This was my second visit, and overall the service, the state of the room, and the facilities were all great as we expected."
"어쨌든, 계약서대로 출하하지 못한 것은 저희의 책임입니다.","At any rate, it is our fault that we failed to make the shipment as we promised you in the contract."
발음은 제가 가르쳐 줄 수 있습니다.,I can teach you the pronunciation.
우리 집이 이제 다 완성되었습니다.,My house is completely built now.
육식을 섭취함으로 더많은 영양분을 얻을수있다.,"By eating meat, you get to inhale more nutrients."
저는 내일 시내로 쇼핑하러 가고 싶어요.,I want to go shopping downtown tomorrow.
우리는 신속히 스케줄을 받아야 합니다.,We need to get the schedule as soon as possible.
난 앞으로 더 많은 사람이 케이팝에 대해 알게 되면 좋을 거 같아서 케이팝에 대해 소개해봤어.,I introduced K-Pop because I hope that many people will know about this kind of music.
당신이 필요한 서류에 대해 몇 가지 예시를 보여 주시오.,Give me some examples of documents that you need.
아이티캐너스의 2014년은 기념되는 사업이 많은 해였습니다.,"For ITcanus, 2014 was a year of many projects to celebrate."
그리고 QM 검사를 다음 주 월요일 실시 할 예정입니다.,And QM inspection will be operated on next Monday.
나의 수도 요금 빌 첨부 파일로 첨부해 주기 바란다.,Please attach my water bill file.
내 일상은 매일 똑같고 지루해.,My everyday life is always the same and boring.
원적산은 예전에 철마산으로 잘못 불리기도 했어요.,Wonjuks mountain used to be wrongly called as Chulma mountain in the past.
오늘 아침 5시에야 파티장에서 집으로 왔어요.,I didn't get home from the party until 5 this morning.
논문을 제출해야 할 정확한 날짜를 알려주십시요.,Please let me know the exact deadline for submitting a thesis.
저는 신문사에서 이전에 해보지 않았던 경험을 해보고 싶습니다.,I want to have new experiences I never had in the newspaper country.
나는 어릴 적에 주차장과 같은 조금 위험한 장소에서 축구를 하곤 했습니다.,"When I was young, I used to play soccer at quite dangerous places such as a parking lot."
우린 어제 한국으로 돌아왔어요.,We just came back to Korea yesterday.
어떤 계획이 있을지 궁금하군요 그리고 여름이니까 서울에서 가까운 곳에 있는 동굴 탐험도 좋겠어요.,I wonder what kind of plan you have and It's summer so it will be good to explore a cave near Seoul.
당신이 아래의 수치를 따르기를 권합니다.,You are advised to follow the following values.
관계의 형성은 대화에서부터 시작됩니다.,Formation of a relationship is from communication.
스마트폰과 태블릿PC는 물론 일반 PC에서도 사용 가능해요.,"You can use it with smartphones, tablets, and PCs."
나는 로스쿨에 들어가서 변호사가 되고 싶다.,I want to get into a law school and be a lawyer.
우리는 게임에서 지지 앉았어요.,We didn't lose the game.
박스를 순차적으로 꺼낼 수 있습니다.,I can take out the boxes in order.
난 통신을 사용하기 위한 요금을 이미 지불했어요.,I have already paid the fee for using communication.
당신하고 진지하게 대화를 해야겠어요.,I need to have a serious talk with you.
당신이 편안한 시간이 되었으면 좋겠어요.,I hope that you have a comfortable time.
"문제를 해결하기 위해 그들의 행동은 빠르고, 침착해야 해요.","To solve their problems, they need to move quickly and calmly."
가장 큰 이유 중 하나는 내가 게을러서이에요.,One of the biggest reasons is that I'm lazy.
"신선한 생선은 밝고, 맑고, 촉촉한 눈을 가지고 있다.","Fresh fish should have bright, clear, moist-looking eyes."
계란을 한 바구니에 담지 말라는 말도 있잖아요.,There is a saying that says don't put all your eggs in one basket.
여름이 다가오고 있어서 되도록 빨리 연락해주세요.,Please contact me as fast as possible since the summer is coming soon.
비닐 팩 위쪽을 가위로 자르세요.,Cut the top of the plastic package with scissors.
그는 영업직에는 경험이 없는 사람입니다.,He is new at the sales work.
모리교수가 방송에서 죽음은 창피한 것이 아니라고 가장 두려운 것은 다른 사람이 내 엉덩이를 닦아주는 날이 오는 것이라고 말했어요.,Professor Mori said on the show that the most feared thing about death is that there will be a day when someone else wipes my butt.
나는 법인카드가 없었기 때문에 현금을 사용했어요.,"I paid with cash, as I didn't have a corporate card."
"그 근거로 첫 번째, 당신이 화를 낸다면 인간관계가 쉽게 틀어져 버릴 수 있다는 것입니다.",The first reason for it is that if you express anger it can make human relations easily go sour.
